contig,length,Phyllostomus disoclor (080613_8),Phyllostomus disoclor (080813_19),Mimon crenulatum (080813_7),Mimon crenulatum (080913_2),Phyllostomus hastatus (080613_5),Phyllostomus hastatus (080913_8)
cn_080613_5_ph_rerun_000000000335,6067,0,0,0,0,84.71924299462452,0
cn_080613_5_ph_rerun_000000000256,9415,0,0,0,0,120.5900939637127,0
080613_5_ph_rerun_k141_469998,2858,0,0,0,0,386.607601518092,0.07938296872911467
cn_080613_5_ph_rerun_000000000186,16797,0,0,0,0,125.63758888801736,150.1767678851111
cn_080613_5_ph_rerun_000000000245,5288,0,0,0,0,190.4377413445963,0
080613_5_ph_rerun_k141_1520396,3739,0,0,0,0,985.7217171249471,7.512964906612707
080613_5_ph_rerun_k141_121774,2729,0,0,0,0,160.41156753142016,0
080613_5_ph_rerun_k141_1402779,2871,0,0,0,0,159.69583697351368,0
080613_5_ph_rerun_k141_237460,2953,0,0,0,0,135.35450935740224,0
080613_5_ph_rerun_k141_937676,3070,20.145842858865343,0,0.789584357549644,18.865373845580006,235.02091998861988,0
cn_080613_5_ph_rerun_000000000527,5693,0,0,0,0,76.55855509893424,0
cn_080613_5_ph_rerun_000000000270,8685,0,0,0,0,40.09508029756023,0
080613_5_ph_rerun_k141_237679,3287,0,0,0,0,217.84948568862455,0
080613_5_ph_rerun_k141_820157,4923,0,0,0,0,336.23514798488674,0
080613_5_ph_rerun_k141_587996,2787,0,0,0,2.963000190557534,102.36417190395473,0
080613_5_ph_rerun_k141_237922,3512,0,0,0,0,165.98215843282262,0
080613_5_ph_rerun_k141_1521510,2740,9.839613866121363,0,145.81527266223077,32.99225874652493,85.65106128896844,718.2166884516093
080613_5_ph_rerun_k141_1521537,3199,0,0,0,0,136.39033788344958,0
cn_080613_5_ph_rerun_000000000341,8084,0,0,0,0,59.90657744864114,0
080613_5_ph_rerun_k141_1521723,3985,0,0,0,1.2720165591303734,82.45977125487312,0
080613_5_ph_rerun_k141_1521813,4250,0,0,0,0,758.3997950328366,2460.548664248561
cn_080613_5_ph_rerun_000000000580,113861,0,0,0,0,4.340956797235087,0
cn_080613_5_ph_rerun_000000000389,11218,0,0,0,0,209.6128529223555,2.0105362527712733
cn_080613_5_ph_rerun_000000000565,9371,0,0,0,0,7926.224406256551,0
080613_5_ph_rerun_k141_939206,2590,0,0,0,0.1948728483304502,193.86381186643524,0
cn_080613_5_ph_rerun_000000000498,73686,0,0,0,0,7.040417250759477,0
080613_5_ph_rerun_k141_1404628,3164,0,0,0,0,189.62471014362853,0
cn_080613_5_ph_rerun_000000000145,5561,0,0,0,0,55.62331818563861,0
080613_5_ph_rerun_k141_1754955,2837,0,0,0,0,68.0255015716852,0
080613_5_ph_rerun_k141_1522309,2655,0,0,0,0,194.65858304484073,0
cn_080613_5_ph_rerun_000000000522,12991,0,0,0,0,74.01765952162927,0
080613_5_ph_rerun_k141_706069,2990,255.2305379546586,0,0,0,84.49444400876602,42.82947180074222
cn_080613_5_ph_rerun_000000000378,6378,0,0,0,0,81.81619760832275,0
080613_5_ph_rerun_k141_589277,4641,0,0,0,0,71.8610802694577,0
cn_080613_5_ph_rerun_000000000070,9352,0,0,0,0,9318.21166782578,0
080613_5_ph_rerun_k141_1522732,3840,0,0,0,0,737.4708953730668,7.150666288301227
080613_5_ph_rerun_k141_706317,2587,0,0,0,0,297.5998456697773,0
080613_5_ph_rerun_k141_1055773,2540,0,0,0,0,107.70561286576729,0
080613_5_ph_rerun_k141_1405240,2555,0,0,0,0,277.711458563326,0
080613_5_ph_rerun_k141_124216,3654,0,0,0,0,70.8068833173842,0
cn_080613_5_ph_rerun_000000000474,12473,0,0,0,0,40.38748150955854,0
080613_5_ph_rerun_k141_1638958,10995,0,0,0,0,36.03605910310507,0
080613_5_ph_rerun_k141_1289385,4552,0,0,0,0,517.2024573045107,0
cn_080613_5_ph_rerun_000000000222,9467,0,0,0,0,57.544596283022194,0
080613_5_ph_rerun_k141_124472,2537,0,0,0,0,80.58200012676532,0
080613_5_ph_rerun_k141_239011,2750,300.33820750092144,0,0,0,69.47874616450207,17.490597189329982
cn_080613_5_ph_rerun_000000000444,8021,0,0,0,0,44.73491163939759,0
080613_5_ph_rerun_k141_1172491,4633,0,0,0,0,93.55134949371947,0
080613_5_ph_rerun_k141_1289825,3783,0,0,0,0,75.16711765836966,0
080613_5_ph_rerun_k141_356980,3818,0,0,0,0,76.90536233603436,0
cn_080613_5_ph_rerun_000000000433,16974,0,0,0,0,143.53973743278002,0
cn_080613_5_ph_rerun_000000000174,20826,0,0,0,0,17.825547119565655,0
080613_5_ph_rerun_k141_707667,2698,0,0,0,0,542.1141967205774,0
080613_5_ph_rerun_k141_125359,4339,0,0,0,0,413.3328216950863,0
080613_5_ph_rerun_k141_357552,3017,0,0,0,0,597.5870641589627,0
080613_5_ph_rerun_k141_1173267,2817,0,0,0,0,179.4492676716136,0
080613_5_ph_rerun_k141_1640207,4724,0,0,0,0,70.23323305370326,0
080613_5_ph_rerun_k141_1640276,2808,0,0,0,0,100.88854805964394,0
080613_5_ph_rerun_k141_823427,3037,0,0,0,0,158.55751963943916,0
080613_5_ph_rerun_k141_1173422,2658,0,0,0,2.929691128399093,6648.461369508552,127.29033863214585
080613_5_ph_rerun_k141_7037,3776,0,0,0,0,245.3600219689222,22.048822646109652
080613_5_ph_rerun_k141_823461,3942,0,0,0,0,84.35432287514173,0
080613_5_ph_rerun_k141_240395,6423,0,0,0,0,145.26020090682803,0
cn_080613_5_ph_rerun_000000000476,5992,0,0,0,0,313.0337259759535,21.144520762596038
080613_5_ph_rerun_k141_358204,3583,0,0,0,0,88.37953922536721,0
cn_080613_5_ph_rerun_000000000376,9563,0,0,0,0,71.77970991982227,0
080613_5_ph_rerun_k141_708572,2582,0,0,0,0,91.1672638104014,0
cn_080613_5_ph_rerun_000000000566,8240,0,0,0,0,81.70375605768001,0
080613_5_ph_rerun_k141_1174420,3324,0,0,0,0,133.72059626007484,0
cn_080613_5_ph_rerun_000000000125,20092,0,0,0,0,25.807954287253928,0
cn_080613_5_ph_rerun_000000000019,6723,0,0,0,0,72.2590109269802,0
080613_5_ph_rerun_k141_358998,8629,0,0,0,0,76.64034215477461,0
080613_5_ph_rerun_k141_1525697,2901,0,0,0,0,256.63952391438875,0
080613_5_ph_rerun_k141_824751,3427,0,0,0,0,434.2777491786504,15.897903529375652
cn_080613_5_ph_rerun_000000000236,6718,0,0,0,0,400.320688849709,3.823208280079382
080613_5_ph_rerun_k141_1058337,2995,0,0,0,0,58.539825465898694,0
080613_5_ph_rerun_k141_943150,4945,0,0,0,0,121.57964563551133,151.5916995780374
080613_5_ph_rerun_k141_825124,2808,0,0,0,0,121.90601546260312,0
080613_5_ph_rerun_k141_1642158,3692,0,0,0,0,146.62709508703142,0
cn_080613_5_ph_rerun_000000000550,10861,0,0,0,0,35.21353789795043,0
cn_080613_5_ph_rerun_000000000454,40613,0,0,0,0,14.703950644868604,0
080613_5_ph_rerun_k141_9133,6474,0,0,0,0,99.89719282935285,0
080613_5_ph_rerun_k141_1526632,3587,0,0,0,0,101.03013350871034,0
080613_5_ph_rerun_k141_360121,2955,0,0,0,0,819.1797047041857,0
080613_5_ph_rerun_k141_1642766,2842,0,0,0,0,233.29091792753056,0
cn_080613_5_ph_rerun_000000000250,9267,0,0,0,0,43.323341226153424,0
cn_080613_5_ph_rerun_000000000496,6024,0,0,0,0,150.85007711431473,0
080613_5_ph_rerun_k141_1293271,11163,7.695511997748284,0,14.805569412187799,2358.5668954931793,42.71364169741394,591.3126163755015
cn_080613_5_ph_rerun_000000000031,8100,0,0,0,0,215.57492978239932,0
080613_5_ph_rerun_k141_1409709,2764,0,0,0,0,171.9453907394242,0
080613_5_ph_rerun_k141_1642994,5481,0,0,0,0,426.52405936490726,0
080613_5_ph_rerun_k141_1527123,2869,0,0,0,0,660.0317870757391,0
080613_5_ph_rerun_k141_1176304,2763,0,0,0,0,162.39417759847933,0
cn_080613_5_ph_rerun_000000000006,9733,0,0,0,0,788.0430272744044,0
080613_5_ph_rerun_k141_477557,38168,0,0,0,0,30.62058340646834,15.190819652058739
cn_080613_5_ph_rerun_000000000344,15178,0,0,0,0,26.968975381398817,0
080613_5_ph_rerun_k141_593040,3006,0,0,0,0,116.28392475128541,0
080613_5_ph_rerun_k141_477642,4457,0,0,0,0,9775.939055584071,3400.3019368516984
080613_5_ph_rerun_k141_710934,15091,0,0,0,0,78.36543768832604,0
cn_080613_5_ph_rerun_000000000165,20656,0,0,0,0,21.30997979516212,0
080613_5_ph_rerun_k141_593243,13337,0,0,0,0,31.718438033098796,0
080613_5_ph_rerun_k141_1294174,3147,0,0,0,0,2267.777478757285,4.38554023728125
080613_5_ph_rerun_k141_1176834,2754,0,0,0,0,353.4478112193337,0
cn_080613_5_ph_rerun_000000000067,5556,0,0,0,0,277.27354973863135,0
cn_080613_5_ph_rerun_000000000161,18865,0,0,0,0,61.616988413536085,0
080613_5_ph_rerun_k141_478041,9182,16856.526730430625,23140.640726311278,1532.874566238203,0.11376753724430712,570.5089001625872,551.1069737016732
080613_5_ph_rerun_k141_1410847,2548,0,0,0,0,102.77369901691146,0
cn_080613_5_ph_rerun_000000000442,5333,0,0,0,0,91.60765409605838,0
080613_5_ph_rerun_k141_478226,3599,0,0,0,0,561.228313769955,25.552052158076872
080613_5_ph_rerun_k141_827168,3951,0,0,0,0,99.95916950699237,0
080613_5_ph_rerun_k141_594092,2619,0,0,0,0,127.61850703681269,0
cn_080613_5_ph_rerun_000000000234,22359,0,0,0,0,46.39192388268029,0
cn_080613_5_ph_rerun_000000000541,5831,0,0,0,0,392.57911317122984,0
080613_5_ph_rerun_k141_129786,3754,0,0,0,0,431.03259758649455,0
cn_080613_5_ph_rerun_000000000036,16492,0,0,0,0,25.716905175535043,0
080613_5_ph_rerun_k141_1177796,2546,0,0,0,0,145.1827124768465,0
080613_5_ph_rerun_k141_362423,2914,0,0,0,0,861.9113593512217,0
cn_080613_5_ph_rerun_000000000470,35506,0,0,0,0,27.63141705465972,0
cn_080613_5_ph_rerun_000000000364,8620,0,0,0,0,81.80410040287897,0
080613_5_ph_rerun_k141_1761758,2924,0,0,0,0,78.62730679317096,0
cn_080613_5_ph_rerun_000000000327,6845,0,0,0,0,54.981784157388944,0
080613_5_ph_rerun_k141_1761843,3275,0,0,0,0,207.50995967483658,0
cn_080613_5_ph_rerun_000000000069,9933,0,0,0,0,45.18662498045862,0
cn_080613_5_ph_rerun_000000000416,7790,0,0,0,0,53.7552877236978,0
cn_080613_5_ph_rerun_000000000029,26656,0.7828916754810369,0,0,4.740423530621995,129.83882759215487,0.665265789070854
080613_5_ph_rerun_k141_1412027,5572,0,0,0,0,87.0038532815559,0
cn_080613_5_ph_rerun_000000000464,6011,0,0,0,0,61.50844227309216,0
cn_080613_5_ph_rerun_000000000449,23969,0,0,0,0,57.68331085106636,0
080613_5_ph_rerun_k141_828894,6007,0,0,0,0,13611.650426401375,1344.9825388675067
cn_080613_5_ph_rerun_000000000551,5112,0,0,0,0,215.69661659755602,0
080613_5_ph_rerun_k141_947218,2613,0,0,0,0,86.01053779619983,0
080613_5_ph_rerun_k141_1062103,2948,0,0,0,0,207.45011447795602,0
cn_080613_5_ph_rerun_000000000339,5617,0,0,0,0,634.9628259302884,0.5551792162162285
080613_5_ph_rerun_k141_131124,2646,0,0,0,0,190.07583128054094,8.47361772341931
080613_5_ph_rerun_k141_246118,7454,0,0,0,0,801.1612283394486,0
080613_5_ph_rerun_k141_12004,2867,0,0,0,0,95.33655886975279,0
cn_080613_5_ph_rerun_000000000324,6919,0,0,0,0,63.64654238221663,0
cn_080613_5_ph_rerun_000000000284,9985,0,0,0,0,36.41366211244624,0
cn_080613_5_ph_rerun_000000000204,6736,0,0,0,0,127.79692898055916,0
080613_5_ph_rerun_k141_1062485,3171,0,0,0,0,152.048960456971,0
080613_5_ph_rerun_k141_829405,9686,0,0,0,0,165.0207283684396,0
080613_5_ph_rerun_k141_713911,2688,0,0,0,0,83.3753220390732,0
080613_5_ph_rerun_k141_480181,2614,803.3755279061872,0,0,0,38900.93628440213,5.3611840756617175
080613_5_ph_rerun_k141_713946,4420,0,0,0,0,92.23129336796295,0
080613_5_ph_rerun_k141_480284,2650,0,0,0,0,326.6582069992179,0
cn_080613_5_ph_rerun_000000000401,6996,0,0,0,0,4334.997011111514,28.993775741094
080613_5_ph_rerun_k141_364285,3702,0,0,0,0,87.60179598475428,0
080613_5_ph_rerun_k141_480371,3290,0,0,0,0,20928.254440469733,0
cn_080613_5_ph_rerun_000000000624,7437,0,0,0,0,110.31180097484523,0
cn_080613_5_ph_rerun_000000000596,6431,0,0,0,0,39.15241141457173,0
080613_5_ph_rerun_k141_714393,2900,0,0,0,0,117.85567139142968,0
080613_5_ph_rerun_k141_1179801,16366,0,0,0,0,135.9943741985197,7.3054801995804
080613_5_ph_rerun_k141_1413857,4635,92.22201910477351,0,0,0,61.80085748748873,674.3230419856086
080613_5_ph_rerun_k141_596809,5654,1.3300061146185134,0,0,0.9522750531124107,68.66411837245882,0
080613_5_ph_rerun_k141_1063085,4965,0,0,0,0,72.65470582753015,0
080613_5_ph_rerun_k141_364832,4444,0,0,0,0,67.49623946654883,0
cn_080613_5_ph_rerun_000000000310,7694,0,0,0,0,161.93343700979315,3.501137890021521
cn_080613_5_ph_rerun_000000000536,6945,0,0,0,0,70.15978925218481,0
080613_5_ph_rerun_k141_1063411,3314,0,0,0,0,611.5040264879121,13.049108486300161
080613_5_ph_rerun_k141_714668,9237,0,0,0,0,394.76803147212576,8.026106720774155
080613_5_ph_rerun_k141_948983,3413,0,0,0,0,82.60488745341956,0
080613_5_ph_rerun_k141_949095,2963,0,0,0,0,363.4635125314864,0
080613_5_ph_rerun_k141_1297831,4319,0,0,0,0,210.28076994436148,0
cn_080613_5_ph_rerun_000000000184,5645,0,0,0,0,171.51690220802908,0
080613_5_ph_rerun_k141_365992,4545,0,0,0,0,255.22553573971905,0
080613_5_ph_rerun_k141_366305,4851,0,0,0,0,52.605107966381084,0
080613_5_ph_rerun_k141_949803,3678,0,0,0,0,677.0316525705118,27.39758513745868
080613_5_ph_rerun_k141_597722,3589,0,0,0,0,64.43208772185889,0
cn_080613_5_ph_rerun_000000000045,6856,0,0,0,0,171.91785774238406,3.630527449288215
080613_5_ph_rerun_k141_830321,3506,0,0,0,0,57.681955562869696,0
080613_5_ph_rerun_k141_1764958,9178,0,0,0,0,144.00908131322487,0
080613_5_ph_rerun_k141_14465,9823,0,0,0,0,101.99666034422665,0
080613_5_ph_rerun_k141_1648591,4381,0,0,0,0,100.67047671054121,0
cn_080613_5_ph_rerun_000000000497,6960,0,0,0,0,48.256155474918785,0
080613_5_ph_rerun_k141_133983,2739,201.37774352251407,26.83971096317669,66.71056977497842,483.6423128737254,8353.354704571413,204.41410117500408
cn_080613_5_ph_rerun_000000000103,23303,0,0,0,0,33.90453944359902,0
080613_5_ph_rerun_k141_830933,7182,0,0,0,0,58.745352525543886,0
cn_080613_5_ph_rerun_000000000559,19294,0,0,0,0,57.49451076308995,0
080613_5_ph_rerun_k141_1065432,3073,0,0,0,0,102.40226409435863,0
080613_5_ph_rerun_k141_1299404,3381,0,0,0,0,352.3960557394341,0.08511930697821599
cn_080613_5_ph_rerun_000000000271,8010,0,0,0,0,105.90184453549608,0
080613_5_ph_rerun_k141_1765479,3901,0,0,0,0,81.80235570907614,0.34102197530107253
080613_5_ph_rerun_k141_1182148,4767,0,0,0,0,90.22983345645751,0
080613_5_ph_rerun_k141_1532734,2755,0,0,0,0,70.25139574533642,0
cn_080613_5_ph_rerun_000000000203,9153,0,0,0,0,58.228514834497005,0
080613_5_ph_rerun_k141_1299681,3142,0,0,0,0,903.1105285811169,0
080613_5_ph_rerun_k141_1416508,5023,0,0,0,0,64.36841799800307,0
080613_5_ph_rerun_k141_951359,5108,0,0,0,0,80.03820876361905,0
080613_5_ph_rerun_k141_951392,3148,110.57284662655081,25.36286405235357,0,0,97.42558809667095,0
cn_080613_5_ph_rerun_000000000434,11801,0,0,0,0,49.15695292840827,0
080613_5_ph_rerun_k141_599589,3003,2.1078507607065555,0,0,0,519.0842321287083,0
080613_5_ph_rerun_k141_15630,8063,0,0,0,0,48.10768884635461,0
080613_5_ph_rerun_k141_1533389,2893,0,0,0,0,112.68137062853326,0
080613_5_ph_rerun_k141_1649674,2906,0,0,0,0,141.8044179111981,0
080613_5_ph_rerun_k141_832087,2606,0,0,0,0,113.57954119944702,0
080613_5_ph_rerun_k141_135194,4466,34.861373652381744,0,0,0,89.9892845894395,6.12964136432086
080613_5_ph_rerun_k141_717916,3058,0,0,0,0,109.85677026355918,0
cn_080613_5_ph_rerun_000000000085,5971,0,0,0,0,283.3065755134883,0
080613_5_ph_rerun_k141_1417155,4509,0,0,0,0,772.4917446044185,0
080613_5_ph_rerun_k141_1650067,2779,0,0,0,0,711.6460983137836,6.4205370544202305
080613_5_ph_rerun_k141_718143,4329,351.0901332291577,75.97372189936573,4.219516970385662,245.67065039338078,2835.5268146403987,37.12593608800373
080613_5_ph_rerun_k141_600203,3311,0,0,0,0,357.1049759582091,0
080613_5_ph_rerun_k141_1417411,3519,0,0,0,0,144.11867136919082,0
080613_5_ph_rerun_k141_1650396,4806,0,0,0,0,100.87835209203143,0
cn_080613_5_ph_rerun_000000000435,10285,0,0,0,0,34.87272089948163,0
080613_5_ph_rerun_k141_16249,4670,0,0,0,0,97.57229908342661,0
080613_5_ph_rerun_k141_135978,2668,0,0,0,0,90.34931242557913,0
080613_5_ph_rerun_k141_1417685,3360,9.319326872790295,0,0,0,79.04637674699521,0
cn_080613_5_ph_rerun_000000000548,173230,0,0,0,0,374.8917340793306,0
080613_5_ph_rerun_k141_1183769,3454,0,0,0,0,187.70198923789619,0
cn_080613_5_ph_rerun_000000000099,6626,0,0,0,0,86.0887029612787,0
cn_080613_5_ph_rerun_000000000516,35284,0,0,0,0,14.375781610772263,0
080613_5_ph_rerun_k141_1417992,2536,1.0007015954822616,0,0,0,92.73209001114651,0
cn_080613_5_ph_rerun_000000000147,41117,0,0,0,0,39.23403741421953,0
cn_080613_5_ph_rerun_000000000200,12073,0,0,0,0,29.14619567695508,0
080613_5_ph_rerun_k141_719385,2746,0,0,0,0,110.75260721495992,0
cn_080613_5_ph_rerun_000000000311,7605,0,0,0,0,179.78085052852182,0
cn_080613_5_ph_rerun_000000000257,24968,0,0,0,0,19.232126466716977,0
080613_5_ph_rerun_k141_485091,3589,0,0,0,0,100.62835326623203,0
080613_5_ph_rerun_k141_1768031,2840,0,0,0,0,108.48139500867573,0
080613_5_ph_rerun_k141_17513,4820,0,0,0,0,72.95996776535131,0
080613_5_ph_rerun_k141_1185012,23839,0,0,0,0,24.779430028519975,0
080613_5_ph_rerun_k141_251436,4797,0,0,0,0,1410.5987741753704,2.9742542548845803
cn_080613_5_ph_rerun_000000000595,5043,0,0,0,0,117.88937968554508,0
080613_5_ph_rerun_k141_953953,4368,0,0,0,31.32029199175802,170.3377247127012,0
080613_5_ph_rerun_k141_369330,3337,0,0,0,0,410.9190284480518,0
080613_5_ph_rerun_k141_1768316,3246,0,0,0,0,141.0439509936324,0
080613_5_ph_rerun_k141_1302199,2531,0,0,0,0,110.07966798881536,0
cn_080613_5_ph_rerun_000000000034,16292,0,0,0,0,43.82829639286992,0
080613_5_ph_rerun_k141_720020,2660,0,0,0,0,103.34476007373637,0
cn_080613_5_ph_rerun_000000000461,5336,0,0,0,0,50.31746675064066,0
080613_5_ph_rerun_k141_1536488,6847,0,0,0,0,66.79903767974223,3.3479584585587525
080613_5_ph_rerun_k141_1186029,31180,0,0,0,0,38.89005225367584,21.995370277615105
cn_080613_5_ph_rerun_000000000617,7884,83.22847859574637,0,0,0,15687.675846211148,0
080613_5_ph_rerun_k141_720600,3331,0,0,0,0,292.5162155454793,0
080613_5_ph_rerun_k141_1769338,7397,1417.026201884472,33.85315723237122,0,0,1234.032481403331,967.7983987608183
080613_5_ph_rerun_k141_370595,3126,0,0,0,0,198.4539673910304,0.3981540395680252
cn_080613_5_ph_rerun_000000000073,5384,0,0,0,0,158.8461456280289,0
cn_080613_5_ph_rerun_000000000130,13739,0,0,0,0,31.22069187704826,0
080613_5_ph_rerun_k141_721230,4103,0,0,0,0,168.43673272750596,0
cn_080613_5_ph_rerun_000000000003,7460,0,0,0,0,104.28166119075979,0
080613_5_ph_rerun_k141_1069626,2837,0,0,0,0,229.11670796883877,0
080613_5_ph_rerun_k141_487130,3627,0,0,0,0,232.83386967930971,0
080613_5_ph_rerun_k141_19741,3009,0,0,0,0,844.0593709360271,0
080613_5_ph_rerun_k141_604261,5075,0,0,0,0,72.94875618596768,0
080613_5_ph_rerun_k141_487434,2519,0,0,0,0,91.78872139357969,0
080613_5_ph_rerun_k141_955918,4496,0,0,0,0,173.0031314698678,0
080613_5_ph_rerun_k141_1420907,5126,0,0,0,0,358.05246757305775,11.898056143146235
cn_080613_5_ph_rerun_000000000509,9402,0,0,0,0,94.90601983504123,0
080613_5_ph_rerun_k141_254256,2530,0,0,0,0,118.51971672520713,0
080613_5_ph_rerun_k141_1187666,3267,0,0,0,0,247.1125778004045,0
080613_5_ph_rerun_k141_1187778,4591,0,0,0,0,283.1153610388923,0
080613_5_ph_rerun_k141_1304292,11622,0,0,0,0,2073.160256673731,3573.1687683068644
080613_5_ph_rerun_k141_1070655,2794,0,0,0,0,343.92594923707975,0
cn_080613_5_ph_rerun_000000000298,5655,0,0,0,0,85.65276015577876,0
080613_5_ph_rerun_k141_1421627,2745,0,0,0,0,98.70608970674573,0
cn_080613_5_ph_rerun_000000000558,10026,0,0,0,0,65.89362166926622,0
080613_5_ph_rerun_k141_1421731,4538,0,0,0,0,67.2211347594062,0
080613_5_ph_rerun_k141_255058,3041,0,0,0,0,904.4948766829507,0
cn_080613_5_ph_rerun_000000000104,5449,0,0,0,0,99.11909585323693,0
cn_080613_5_ph_rerun_000000000616,9401,0,0,0,0,59.906870605781066,0
080613_5_ph_rerun_k141_836740,4068,0,0,0,0,59.2273152001378,0
080613_5_ph_rerun_k141_372457,4556,0,0,0,0,74.65949453807907,0
cn_080613_5_ph_rerun_000000000544,14993,0,0,0,0,62.90873978073716,0
cn_080613_5_ph_rerun_000000000379,11350,0,0,0,0,100.06039225990662,0
