clean_MAG,domain,phylum,host_family,vOTU,viral_tax,iphop,phase,lifestyle,bat_host,vgroup,num_votu,num_mags
MAG_3,Bacteria,Pseudomonadota,Pseudomonadaceae,cn_080613_5_ph_rerun_000000000474,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_184,12,1
MAG_3,Bacteria,Pseudomonadota,Pseudomonadaceae,cn_080613_5_ph_rerun_000000000173,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_184,12,1
MAG_3,Bacteria,Pseudomonadota,Pseudomonadaceae,cn_080613_5_ph_rerun_000000000212,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_184,12,1
MAG_3,Bacteria,Pseudomonadota,Pseudomonadaceae,cn_080613_5_ph_rerun_000000000067,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_184,12,1
MAG_4,Bacteria,Actinomycetota,Propionibacteriaceae,080613_5_ph_rerun_k141_927247,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_181,15,8
MAG_5,Bacteria,Actinomycetota,Dermatophilaceae,cn_080613_5_ph_rerun_000000000490,Caudoviricetes; Unclassified order,0,1,lysogenic,unknown,vgroup_48,3,9
MAG_5,Bacteria,Actinomycetota,Dermatophilaceae,cn_080613_5_ph_rerun_000000000233,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_49,16,9
MAG_5,Bacteria,Actinomycetota,Dermatophilaceae,cn_080613_5_ph_rerun_000000000298,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_49,16,9
MAG_6,Bacteria,Actinomycetota,Jatrophihabitantaceae,080613_5_ph_rerun_k141_1099781,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_124,2,1
MAG_6,Bacteria,Actinomycetota,Jatrophihabitantaceae,cn_080613_5_ph_rerun_000000000246,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_124,2,1
MAG_7,Bacteria,Actinomycetota,Dermatophilaceae,cn_080613_5_ph_rerun_000000000012,Caudoviricetes; Unclassified order,1,0,lysogenic,unknown,vgroup_48,3,9
MAG_7,Bacteria,Actinomycetota,Dermatophilaceae,cn_080613_5_ph_rerun_000000000018,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_49,16,9
MAG_7,Bacteria,Actinomycetota,Dermatophilaceae,cn_080613_5_ph_rerun_000000000334,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_49,16,9
MAG_7,Bacteria,Actinomycetota,Dermatophilaceae,cn_080613_5_ph_rerun_000000000215,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_49,16,9
MAG_9,Bacteria,Actinomycetota,Mycobacteriaceae,cn_080913_2_rerun_000000000750,Caudoviricetes; Unclassified order,1,0,lysogenic,unknown,vgroup_152,11,20
MAG_10,Bacteria,Actinomycetota,Nocardioidaceae,080613_5_ph_rerun_k141_965180,Caudoviricetes; Unclassified order,1,0,lysogenic,unknown,vgroup_166,4,10
MAG_10,Bacteria,Actinomycetota,Nocardioidaceae,cn_080613_5_ph_rerun_000000000232,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_167,19,10
MAG_11,Bacteria,Actinomycetota,Propionibacteriaceae,cn_080613_5_ph_rerun_000000000166,Caudoviricetes; Unclassified order,1,1,lytic,unknown,vgroup_181,15,8
MAG_11,Bacteria,Actinomycetota,Propionibacteriaceae,080613_5_ph_rerun_k141_1326858,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_181,15,8
MAG_11,Bacteria,Actinomycetota,Propionibacteriaceae,080613_5_ph_rerun_k141_927247,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_181,15,8
MAG_11,Bacteria,Actinomycetota,Propionibacteriaceae,cn_080613_5_ph_rerun_000000000622,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_181,15,8
MAG_11,Bacteria,Actinomycetota,Propionibacteriaceae,cn_080613_5_ph_rerun_000000000163,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_181,15,8
MAG_11,Bacteria,Actinomycetota,Propionibacteriaceae,cn_080613_5_ph_rerun_000000000275,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_181,15,8
MAG_12,Bacteria,Actinomycetota,Mycobacteriaceae,cn_080613_5_ph_rerun_000000000408,Caudoviricetes; Unclassified order,0,1,lysogenic,unknown,vgroup_152,11,20
MAG_13,Bacteria,Actinomycetota,Dermabacteraceae,cn_080613_5_ph_rerun_000000000318,Caudoviricetes; Unclassified order,1,1,lysogenic,unknown,vgroup_43,2,1
MAG_13,Bacteria,Actinomycetota,Dermabacteraceae,080613_5_ph_rerun_k141_1761585|provirus_2_6046,Unclassified,1,0,lytic,unknown,vgroup_45,1,1
MAG_13,Bacteria,Actinomycetota,Dermabacteraceae,080613_5_ph_rerun_k141_1806518,Caudoviricetes; Unclassified order,1,0,lysogenic,unknown,vgroup_43,2,1
MAG_13,Bacteria,Actinomycetota,Dermabacteraceae,080613_5_ph_rerun_k141_1520396,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_44,3,1
MAG_13,Bacteria,Actinomycetota,Dermabacteraceae,cn_080613_5_ph_rerun_000000000505,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_44,3,1
MAG_13,Bacteria,Actinomycetota,Dermabacteraceae,cn_080613_5_ph_rerun_000000000295,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_44,3,1
MAG_14,Bacteria,Actinomycetota,Beutenbergiaceae,cn_080613_5_ph_rerun_000000000007,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_22,2,2
MAG_14,Bacteria,Actinomycetota,Beutenbergiaceae,cn_080613_5_ph_rerun_000000000352,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_22,2,2
MAG_15,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_964982|provirus_12185_22638,Unclassified,1,0,lysogenic,unknown,vgroup_209,2,6
MAG_15,Bacteria,Bacillota,Staphylococcaceae,080913_8_1_ph_rerun_k141_266566,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080613_5_ph_rerun_k141_477557,Caudoviricetes; Unclassified order,1,0,lysogenic,unknown,vgroup_119,2,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080613_5_ph_rerun_k141_1832240,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_120,4,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080613_5_ph_rerun_k141_43446,Caudoviricetes; Unclassified order,1,0,lysogenic,unknown,vgroup_119,2,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_319613,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,raw-080913-8-1-ph_rerun_bin_111_k141_9145,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_262638,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_543092,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_476834,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_632075,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_98031,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_355271,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_434614,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_120,4,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_496503,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_130049,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_193261,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_523708,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_815638,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_294284,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,raw-080813-7-mc_bin_720_k141_588871,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,raw-080913-2_rerun_bin_2_k141_624771,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_38727,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_790217,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_613534,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_114945,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_37954,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_42771,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_47820,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_17761,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_813086,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_147967,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_283869,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_776424,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_295616,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_120,4,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_702518,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_458828,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_174087,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_430896,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_197860,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_533532,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_168732,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,raw-080913-8-1-ph_bin_74_k141_265754,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_661583,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,080913_8_1_ph_rerun_k141_770797,Unclassified,1,0,lytic,unknown,vgroup_123,40,2
MAG_16,Archaea,Thermoproteota,JANJXX01; Unclassified order; Unclassified family,cn_080613_5_ph_rerun_000000000276,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_120,4,2
MAG_17,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_474105|provirus_166881_176562,Unclassified,1,0,lysogenic,unknown,vgroup_209,2,6
MAG_17,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_1817716|provirus_18294_25083,Unclassified,1,0,lytic,unknown,vgroup_211,6,6
MAG_17,Bacteria,Bacillota,Staphylococcaceae,cn_080813_7_mc_000000000188,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_17,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_641650,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_17,Bacteria,Bacillota,Staphylococcaceae,raw-080813-7-mc_raw-080813-7-mc_bin_37_k141_111509,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_17,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_1698562,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_17,Bacteria,Bacillota,Staphylococcaceae,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1411359,Caudoviricetes; Unclassified order,1,0,lysogenic,unknown,vgroup_201,4,6
MAG_17,Bacteria,Bacillota,Staphylococcaceae,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1123316,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_17,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_1417685,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_18,Bacteria,Actinomycetota,Mycobacteriaceae,cn_080613_5_ph_rerun_000000000530,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_154,25,20
MAG_21,Bacteria,Actinomycetota,Nocardioidaceae,raw-080813-7-mc_raw-080813-7-mc_bin_233_k141_1330551,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_167,19,10
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080913_8_1_ph_rerun_k141_297699|provirus_23857_92764,Unclassified,1,0,lytic,unknown,vgroup_211,6,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,cn_080613_5_ph_rerun_000000000029,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_118374|provirus_20701_37819,Unclassified,1,0,lytic,unknown,vgroup_211,6,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,cn_080613_5_ph_rerun_000000000074,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_1710109,Caudoviricetes; Unclassified order,1,0,lysogenic,unknown,vgroup_201,4,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,cn_080913_2_rerun_000000000525,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,cn_080613_5_ph_rerun_000000000336,Caudoviricetes; Unclassified order,1,0,unclear,unknown,vgroup_205,1,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,cn_080813_7_mc_000000000188,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_690042,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_650560,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_1542811,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_134809,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_125359,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_641650,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_1432005,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_1615043,Unclassified,1,0,lytic,unknown,vgroup_211,6,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_168356,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_198_k141_1642752,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_1417685,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,raw-080813-7-mc_raw-080813-7-mc_bin_113_k141_1281367,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080913_2_rerun_k141_1904122,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_847646,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_1784182,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_848245,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,cn_080613_5_ph_rerun_000000000533,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_203,31,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,cn_080613_5_ph_rerun_000000000339,Caudoviricetes; Unclassified order,0,1,lysogenic,unknown,vgroup_201,4,6
MAG_22,Bacteria,Bacillota,Staphylococcaceae,cn_080613_5_ph_rerun_000000000333,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_203,31,6
MAG_23,Bacteria,Actinomycetota,Mycobacteriaceae,cn_080613_5_ph_rerun_000000000516,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_154,25,20
MAG_23,Bacteria,Actinomycetota,Mycobacteriaceae,cn_080613_5_ph_rerun_000000000542,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_154,25,20
MAG_25,Bacteria,Actinomycetota,Streptosporangiaceae,cn_080613_5_ph_rerun_000000000043,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_232,1,1
MAG_26,Bacteria,Actinomycetota,Propionibacteriaceae,cn_080613_5_ph_rerun_000000000100,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_181,15,8
MAG_27,Bacteria,Actinomycetota,Brevibacteriaceae,cn_080613_5_ph_rerun_000000000201,Caudoviricetes; Unclassified order,1,1,lytic,unknown,vgroup_26,6,4
MAG_27,Bacteria,Actinomycetota,Brevibacteriaceae,cn_080613_5_ph_rerun_000000000609,Caudoviricetes; Unclassified order,0,1,lysogenic,unknown,vgroup_25,4,4
MAG_27,Bacteria,Actinomycetota,Brevibacteriaceae,cn_080613_5_ph_rerun_000000000274,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_26,6,4
MAG_27,Bacteria,Actinomycetota,Brevibacteriaceae,cn_080613_5_ph_rerun_000000000323,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_26,6,4
MAG_27,Bacteria,Actinomycetota,Brevibacteriaceae,cn_080613_5_ph_rerun_000000000593,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_26,6,4
MAG_27,Bacteria,Actinomycetota,Brevibacteriaceae,cn_080613_5_ph_rerun_000000000597,Caudoviricetes; Unclassified order,0,1,lysogenic,unknown,vgroup_25,4,4
MAG_27,Bacteria,Actinomycetota,Brevibacteriaceae,cn_080613_5_ph_rerun_000000000629,Fuselloviridae; Unclassified kingdom,0,1,lytic,unknown,vgroup_27,1,4
MAG_29,Bacteria,Actinomycetota,Mycobacteriaceae,cn_080613_5_ph_rerun_000000000577,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_154,25,20
MAG_30,Bacteria,Bacillota,Staphylococcaceae,080913_8_1_ph_rerun_k141_297699|provirus_23857_92764,Unclassified,1,0,lytic,unknown,vgroup_211,6,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,raw-080913-8-1-ph_rerun_bin_105_k141_611331,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,cn_080913_2_rerun_000000000242,Caudoviricetes; Unclassified order,1,0,lysogenic,unknown,vgroup_201,4,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,cn_080613_5_ph_rerun_000000000074,Caudoviricetes; Unclassified order,1,1,lytic,unknown,vgroup_203,31,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,cn_080613_5_ph_rerun_000000000195,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_641650,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,080813_7_mc_k141_251581,Mimiviridae,1,0,lytic,unknown,vgroup_208,1,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,080913_2_rerun_k141_1556841,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,080813_7_mc_k141_1633765,Unclassified,1,0,lytic,unknown,vgroup_211,6,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,080613_5_ph_rerun_k141_699401,Unclassified,1,0,lytic,unknown,vgroup_211,6,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,080913_2_rerun_k141_111277,Caudoviricetes; Unclassified order,1,0,lytic,unknown,vgroup_203,31,6
MAG_30,Bacteria,Bacillota,Staphylococcaceae,cn_080613_5_ph_rerun_000000000029,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_203,31,6
MAG_31,Bacteria,Actinomycetota,Mycobacteriaceae,080613_5_ph_rerun_k141_591051|provirus_51927_66762,Unclassified,1,0,lysogenic,unknown,vgroup_157,4,20
MAG_31,Bacteria,Actinomycetota,Mycobacteriaceae,080613_5_ph_rerun_k141_787452,Unclassified,1,0,lysogenic,unknown,vgroup_157,4,20
MAG_31,Bacteria,Actinomycetota,Mycobacteriaceae,cn_080613_5_ph_rerun_000000000308,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_154,25,20
MAG_31,Bacteria,Actinomycetota,Mycobacteriaceae,cn_080613_5_ph_rerun_000000000541,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_154,25,20
MAG_31,Bacteria,Actinomycetota,Mycobacteriaceae,cn_080613_5_ph_rerun_000000000239,Caudoviricetes; Unclassified order,0,1,lytic,unknown,vgroup_154,25,20
